Region,Country,Location,Site,Source,Lat,Long,MAP,MAP_data_flag,Woody_cover,Clay,Sand,Soil_N,Total_P,N_min_potential,Fire_return,Fire_return_data_source_flag,Herbivore_biomass,Herbivore_biomass_data_flag,Grazer_biomass,Browser_and_mixed_feeder_biomass,Site_Description,Cover_method,Woody_cover_data_flag,Total_plot_size_or_Transect_length,Depth_of_soil_measurements,Dominant_woody_species
Southern Africa,South Africa,Kruger National Park,13.01,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-25.341,31.845,728,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),18.5,17,78.8,0.071,10.9,20.7,8,Fire return values for Kruger sites determined from unpublished burnt area maps ,1998,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,972,1026,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Acacia nigrescens
Southern Africa,South Africa,Kruger National Park,13.13,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-24.443,31.721,742,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),18.9,16,73.6,0.05,136.5,8.8,4,Fire return values for Kruger sites determined from unpublished burnt area maps ,2700,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,903,1797,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Euclea divinorum
Southern Africa,South Africa,Kruger National Park,15.04,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-22.749,31.13,695,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),5.1,15.9,75.1,0.064,119.7,23.2,6,Fire return values for Kruger sites determined from unpublished burnt area maps ,992,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,692,300,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,
Southern Africa,South Africa,Kruger National Park,17.03,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-24.366,31.765,683,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),6.1,32.8,48.3,0.156,674.5,36.9,5,Fire return values for Kruger sites determined from unpublished burnt area maps ,1717,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,677,1040,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Acacia nigrescens
Southern Africa,South Africa,Kruger National Park,17.15,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-24.687,31.882,703,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),11.1,43,42,0.176,823.2,47.8,6,Fire return values for Kruger sites determined from unpublished burnt area maps ,1819,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,590,1228,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Acacia nigrescens
Southern Africa,South Africa,Kruger National Park,17.24,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-25.027,31.897,617,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),9.2,43.4,41.8,0.165,566.2,70.6,3,Fire return values for Kruger sites determined from unpublished burnt area maps ,2459,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,1189,1270,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Sclerocarya birrea
Southern Africa,South Africa,Kruger National Park,17.27,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-25.123,31.961,553,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),7.6,51.7,28.1,0.156,598.7,49.7,6,Fire return values for Kruger sites determined from unpublished burnt area maps ,2901,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,1127,1774,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Dichrostachys cineria
Southern Africa,South Africa,Kruger National Park,17.3,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-25.19,31.951,553,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),20,34.6,41.8,0.146,506.8,54.2,5,Fire return values for Kruger sites determined from unpublished burnt area maps ,3171,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,1445,1726,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Acacia nigrescens
Southern Africa,South Africa,Kruger National Park,17.32,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-25.263,31.938,578,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),5,43.2,34.1,0.182,1020,61.7,6,Fire return values for Kruger sites determined from unpublished burnt area maps ,3280,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,2706,574,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Acacia nigrescens
Southern Africa,South Africa,Kruger National Park,17.34,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-25.32,31.908,514,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),5.2,45.5,31.3,0.172,301.3,47.7,6,Fire return values for Kruger sites determined from unpublished burnt area maps ,2588,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,1521,1067,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Sclerocarya birrea
Southern Africa,South Africa,Kruger National Park,19.02,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-25.208,31.361,510,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),1.7,30.9,60.8,0.142,88.9,67.6,1,Fire return values for Kruger sites determined from unpublished burnt area maps ,2348,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,1332,1016,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Combretum sp.
Southern Africa,South Africa,Kruger National Park,19.04,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-25.279,31.492,504,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),5.8,32.4,53.5,0.1,135.5,54.8,3,Fire return values for Kruger sites determined from unpublished burnt area maps ,823,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,447,376,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Acacia nigrescens
Southern Africa,South Africa,Kruger National Park,19.05,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-25.293,31.525,508,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),2.4,44.3,40.2,0.175,193.8,66.2,3,Fire return values for Kruger sites determined from unpublished burnt area maps ,895,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,270,625,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Acacia nigrescens
Southern Africa,South Africa,Kruger National Park,19.07,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-24.997,31.819,490,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),8.9,15.8,75.2,0.074,113.8,46.4,4,Fire return values for Kruger sites determined from unpublished burnt area maps ,1821,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,671,1151,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Combretum sp.
Southern Africa,South Africa,Kruger National Park,20.02,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-24.09,31.788,479,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),0.4,44.2,28.7,0.168,614.1,43.6,8,Fire return values for Kruger sites determined from unpublished burnt area maps ,2168,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,1088,1080,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Acacia nigrescens
Southern Africa,South Africa,Kruger National Park,21.04,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-24.07,31.737,482,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),1.2,21.6,63.9,0.044,696.1,7.4,8,Fire return values for Kruger sites determined from unpublished burnt area maps ,3526,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,1299,2227,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Combretum sp.
Southern Africa,South Africa,Kruger National Park,21.05,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-24.047,31.7,471,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),16.9,31.1,49.9,0.076,579.3,1.5,8,Fire return values for Kruger sites determined from unpublished burnt area maps ,2984,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,375,2609,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,
Southern Africa,South Africa,Kruger National Park,22.01,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-23.198,31.309,474,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),6.3,22.5,72.6,0.067,168.5,12.9,5,Fire return values for Kruger sites determined from unpublished burnt area maps ,1762,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,274,1489,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,22.05,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-23.159,31.496,449,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),39.6,16.1,76.1,0.018,262.7,19.4,5,Fire return values for Kruger sites determined from unpublished burnt area maps ,4233,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,2955,1278,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,22.07,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-23.259,31.529,511,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),21.8,44.7,40.6,0.145,412.7,30.6,7,Fire return values for Kruger sites determined from unpublished burnt area maps ,3106,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,1440,1666,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,22.09,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-23.367,31.529,666,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),21.9,31.7,58.4,0.056,200.7,3.8,6,Fire return values for Kruger sites determined from unpublished burnt area maps ,931,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,544,387,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,22.18,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-23.89,31.618,467,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),15.2,22.7,64.3,0.101,731.2,8.1,8,Fire return values for Kruger sites determined from unpublished burnt area maps ,2403,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,1001,1402,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Combretum sp.
Southern Africa,South Africa,Kruger National Park,22.2,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-23.974,31.732,566,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),26.5,28.2,49.4,0.085,1063,7.2,7,Fire return values for Kruger sites determined from unpublished burnt area maps ,2345,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,665,1679,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,22.23,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-24.13,31.635,682,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),2,21.9,63.1,0.063,899.6,3.5,8,Fire return values for Kruger sites determined from unpublished burnt area maps ,3764,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,1450,2314,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,23.03,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-22.696,31.166,630,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),4,45.8,54.2,0.149,391.5,22.4,3,Fire return values for Kruger sites determined from unpublished burnt area maps ,1614,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,824,790,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,23.08,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-22.789,31.251,662,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),2.1,45.2,43,0.115,828.4,36.8,2,Fire return values for Kruger sites determined from unpublished burnt area maps ,917,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,575,342,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,23.11,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-22.901,31.281,650,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),2.4,50.8,29.7,0.112,563.2,31.7,3,Fire return values for Kruger sites determined from unpublished burnt area maps ,2170,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,1287,883,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,23.14,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-22.999,31.338,658,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),3.2,38.1,49,0.187,1123,42.2,3,Fire return values for Kruger sites determined from unpublished burnt area maps ,4587,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,1526,3061,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Spirostachys africana
Southern Africa,South Africa,Kruger National Park,23.15,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-22.978,31.38,665,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),3.5,54.4,26.3,0.156,324.2,17.3,2,Fire return values for Kruger sites determined from unpublished burnt area maps ,2931,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,1735,1196,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,23.2,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-23.109,31.466,666,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),18.7,62.8,20.9,0.152,264.8,30.5,2,Fire return values for Kruger sites determined from unpublished burnt area maps ,2915,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,1755,1160,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,23.41,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-23.545,31.479,736,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),11.8,51.5,32,0.177,394.9,54.8,3,Fire return values for Kruger sites determined from unpublished burnt area maps ,2317,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,1758,559,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,23.46,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-23.728,31.544,717,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),6.7,36.1,42.9,0.171,456.1,25.7,6,Fire return values for Kruger sites determined from unpublished burnt area maps ,1622,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,1461,161,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,23.48,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-23.832,31.57,666,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),10.7,43.7,30.8,0.134,455.4,33.8,8,Fire return values for Kruger sites determined from unpublished burnt area maps ,5610,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,1741,3870,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,23.58,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-22.758,31.266,541,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),1.4,36.4,52.1,0.203,686.8,23.2,3,Fire return values for Kruger sites determined from unpublished burnt area maps ,1008,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,688,320,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Lonchocarpus capassa
Southern Africa,South Africa,Kruger National Park,24.03,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-23.86,31.361,561,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),3.4,36.6,55.7,0.123,71,17.2,7,Fire return values for Kruger sites determined from unpublished burnt area maps ,1158,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,469,689,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,25.01,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-22.383,31.135,453,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),13.2,25.1,63.2,0.125,1014,26.9,11.25,Fire return values for Kruger sites determined from unpublished burnt area maps ,139,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,98,41,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,25.02,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-22.383,31.101,435,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),51.9,24.2,73.2,0.087,99.1,-5.9,22.25,Fire return values for Kruger sites determined from unpublished burnt area maps ,128,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,90,38,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,25.04,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-22.445,31.255,497,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),37.5,27.5,61.9,0.113,1142,-19,8,Fire return values for Kruger sites determined from unpublished burnt area maps ,237,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,107,130,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,25.06,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-22.545,31.193,486,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),12.3,28.5,59,0.117,1203,19.3,8,Fire return values for Kruger sites determined from unpublished burnt area maps ,278,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,160,118,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,Colophospermum mopane
Southern Africa,South Africa,Kruger National Park,28.02,"Zambatis, N/ Ratnam, J./ KNP Scientific Services - unpublished",-22.42,31.25,447,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),11.1,41.6,6.9,0.193,356.1,-22.8,>45,Fire return values for Kruger sites determined from unpublished burnt area maps ,685,Herbivore density estimates for Kruger National Park based on aerial counts in a 5x5 km cell around point - average of 21 years of unpublished census data,310,375,Protected area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.25 ha,0 - 10 cm,
